title,rated,released,runtime,director,writer,actors,plot,language,country,awards,metascore,imdbrating,imdbvotes,dvd,boxoffice,response,genre,star,budget,gross,year,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating
My Hero Academia: Two Heroes,PG-13,2018-09-25,96,Kenji Nagasaki,"Kôhei Horikoshi, Yôsuke Kuroda, Hitoshi Nagai","Daiki Yamashita, Kenta Miyake, Mirai Shida",All Might and Deku accept an invitation to visit I Island where they battle against a villain who takes the island hostage.,Japanese,Japan,1 win,0.0,7.5,9361,12 Mar 2019,5754556.0,True,Animation,Daiki Yamashita,0.0,21022724.0,2018,7.5,100.0,0.0
An Interview with God,Unrated,2018-08-21,97,Perry Lang,Ken Aguado,"David Strathairn, Brenton Thwaites, Yael Grobglas",An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime - with someone who claims to be God.,English,United States,NA,0.0,5.8,3771,23 Oct 2018,1201434.0,True,Drama,David Strathairn,0.0,2251795.0,2018,5.8,60.0,0.0
Midsommar,R,2019-07-03,148,Ari Aster,Ari Aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,"English, Swedish","United States, Sweden",27 wins & 77 nominations,72.0,7.1,272211,24 Sep 2019,27426361.0,True,Drama,Florence Pugh,9000000.0,47967636.0,2019,7.1,83.0,72.0
Once Upon a Time... In Hollywood,R,2019-07-26,161,Quentin Tarantino,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"English, Italian, Spanish, German","United States, United Kingdom, China",Won 2 Oscars. 143 wins & 380 nominations total,83.0,7.6,663484,27 Aug 2019,142502728.0,True,Comedy,Leonardo DiCaprio,90000000.0,374565754.0,2019,7.6,85.0,83.0
Avengers: Endgame,PG-13,2019-04-26,181,"Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Stan Lee","Robert Downey Jr., Chris Evans, Mark Ruffalo","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","English, Japanese, Xhosa, German",United States,Nominated for 1 Oscar. 70 wins & 132 nominations total,78.0,8.4,999441,30 Jul 2019,858373000.0,True,Action,Robert Downey Jr.,356000000.0,2797501328.0,2019,8.4,94.0,78.0
Fighting with My Family,PG-13,2019-02-22,108,Stephen Merchant,Stephen Merchant,"Dwayne Johnson, Lena Headey, Vince Vaughn",A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,English,"United Kingdom, United States",9 wins & 5 nominations,68.0,7.1,77305,14 May 2019,22958886.0,True,Biography,Dwayne Johnson,11000000.0,40811919.0,2019,7.1,93.0,68.0
Little Women,PG,2019-12-25,135,Greta Gerwig,"Greta Gerwig, Louisa May Alcott","Saoirse Ronan, Emma Watson, Florence Pugh","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","English, French",United States,Won 1 Oscar. 77 wins & 231 nominations total,91.0,7.8,180172,25 Dec 2019,108101214.0,True,Drama,Susan Sarandon,18000000.0,50083616.0,2019,7.8,95.0,91.0
Little Women,PG,2019-12-25,135,Greta Gerwig,"Greta Gerwig, Louisa May Alcott","Saoirse Ronan, Emma Watson, Florence Pugh","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","English, French",United States,Won 1 Oscar. 77 wins & 231 nominations total,91.0,7.8,180172,25 Dec 2019,108101214.0,True,Drama,Saoirse Ronan,40000000.0,216601214.0,2019,7.8,95.0,91.0
Escape Room,PG-13,2019-01-04,99,Adam Robitel,"Bragi F. Schut, Maria Melnik","Taylor Russell, Logan Miller, Jay Ellis",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,English,"United States, South Africa",1 win & 7 nominations,48.0,6.4,111993,23 Apr 2019,57005601.0,True,Action,Taylor Russell,9000000.0,155712077.0,2019,6.4,51.0,48.0
The Dead Don't Die,R,2019-06-14,104,Jim Jarmusch,Jim Jarmusch,"Bill Murray, Adam Driver, Tom Waits",The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,English,United States,2 wins & 7 nominations,53.0,5.5,73162,03 Sep 2019,6563605.0,True,Comedy,Bill Murray,0.0,15325468.0,2019,5.5,54.0,53.0
Joker,R,2019-10-04,122,Todd Phillips,"Todd Phillips, Scott Silver, Bob Kane","Joaquin Phoenix, Robert De Niro, Zazie Beetz","In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",English,"United States, Canada",Won 2 Oscars. 121 wins & 240 nominations total,59.0,8.4,1125565,03 Oct 2019,335451311.0,True,Crime,Joaquin Phoenix,55000000.0,1074427370.0,2019,8.4,68.0,59.0
Yesterday,PG-13,2019-06-28,116,Danny Boyle,"Richard Curtis, Jack Barth","Himesh Patel, Lily James, Sophia Di Martino",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.,"English, Portuguese, Japanese","United Kingdom, China, Japan, United States",1 win & 19 nominations,55.0,6.8,143447,10 Sep 2019,73286650.0,True,Comedy,Himesh Patel,26000000.0,153193369.0,2019,6.8,63.0,55.0
Parasite,R,2019-11-08,132,Bong Joon Ho,"Bong Joon Ho, Jin-won Han","Kang-ho Song, Sun-kyun Lee, Yeo-jeong Cho",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,"Korean, English",South Korea,Won 4 Oscars. 312 wins & 275 nominations total,96.0,8.6,707639,11 Oct 2019,53369749.0,True,Horror,Robert Glaudini,800000.0,2270.0,2019,8.6,98.0,96.0
Parasite,R,2019-11-08,132,Bong Joon Ho,"Bong Joon Ho, Jin-won Han","Kang-ho Song, Sun-kyun Lee, Yeo-jeong Cho",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,"Korean, English",South Korea,Won 4 Oscars. 312 wins & 275 nominations total,96.0,8.6,707639,11 Oct 2019,53369749.0,True,Comedy,Kang-ho Song,11400000.0,258908054.0,2019,8.6,98.0,96.0
John Wick: Chapter 3 - Parabellum,R,2019-05-17,130,Chad Stahelski,"Derek Kolstad, Shay Hatten, Chris Collins","Keanu Reeves, Halle Berry, Ian McShane","John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","English, Russian, Japanese, Indonesian, Mandarin, Italian, Arabic, Latin",United States,18 wins & 28 nominations,73.0,7.4,316561,23 Aug 2019,171015687.0,True,Action,Keanu Reeves,75000000.0,327281779.0,2019,7.4,89.0,73.0
Knives Out,PG-13,2019-11-27,130,Rian Johnson,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","A detective investigates the death of a patriarch of an eccentric, combative family.","English, Spanish, Hindi",United States,Nominated for 1 Oscar. 52 wins & 114 nominations total,82.0,7.9,566664,12 Jun 2020,165363234.0,True,Comedy,Daniel Craig,40000000.0,311539397.0,2019,7.9,97.0,82.0
Captain Marvel,PG-13,2019-03-08,123,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck, Geneva Robertson-Dworet","Brie Larson, Samuel L. Jackson, Ben Mendelsohn",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,English,"United States, Australia",9 wins & 56 nominations,64.0,6.8,515178,28 May 2019,426829839.0,True,Action,Brie Larson,160000000.0,1128462972.0,2019,6.8,79.0,64.0
After,PG-13,2019-04-12,105,Jenny Gage,"Susan McMartin, Tamara Chestna, Jenny Gage","Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder",A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,English,United States,4 wins,30.0,5.3,49126,25 Jun 2019,12138565.0,True,Drama,Josephine Langford,14000000.0,69756455.0,2019,5.3,18.0,30.0
Spider-Man: Far from Home,PG-13,2019-07-02,129,Jon Watts,"Chris McKenna, Erik Sommers, Stan Lee","Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.","English, Italian, Czech",United States,11 wins & 26 nominations,69.0,7.4,434493,27 Aug 2019,390532085.0,True,Action,Tom Holland,160000000.0,1131927996.0,2019,7.4,90.0,69.0
Jojo Rabbit,PG-13,2019-11-08,108,Taika Waititi,"Christine Leunens, Taika Waititi","Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,"English, German","New Zealand, Czech Republic, United States",Won 1 Oscar. 49 wins & 193 nominations total,58.0,7.9,354639,08 Nov 2019,33370906.0,True,Comedy,Roman Griffin Davis,14000000.0,90335025.0,2019,7.9,80.0,58.0
Shazam!,PG-13,2019-04-05,132,David F. Sandberg,"Henry Gayden, Darren Lemke, Bill Parker","Zachary Levi, Mark Strong, Asher Angel",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,"English, Spanish","United States, Canada",29 nominations,71.0,7.0,305958,02 Jul 2019,140371656.0,True,Action,Zachary Levi,100000000.0,365971656.0,2019,7.0,90.0,71.0
It Chapter Two,R,2019-09-06,169,Andy Muschietti,"Stephen King, Gary Dauberman","Jessica Chastain, James McAvoy, Bill Hader","Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.","English, North American Indian, Spanish",United States,7 wins & 34 nominations,58.0,6.5,241343,07 Sep 2019,211593228.0,True,Drama,Jessica Chastain,79000000.0,473093228.0,2019,6.5,62.0,58.0
1917,R,2020-01-10,119,Sam Mendes,"Sam Mendes, Krysty Wilson-Cairns","Dean-Charles Chapman, George MacKay, Daniel Mays","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","English, French, German","United Kingdom, United States, India, Spain",Won 3 Oscars. 135 wins & 206 nominations total,78.0,8.3,525354,25 Dec 2019,159227644.0,True,Drama,Dean-Charles Chapman,95000000.0,384623579.0,2020,8.3,89.0,78.0
Star Wars: Episode IX - The Rise of Skywalker,PG-13,2019-12-20,141,J.J. Abrams,"Chris Terrio, J.J. Abrams, Derek Connolly","Daisy Ridley, John Boyega, Oscar Isaac","In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.",English,United States,Nominated for 3 Oscars. 18 wins & 55 nominations total,53.0,6.5,416173,20 Dec 2019,515202542.0,True,Action,Daisy Ridley,275000000.0,1078232589.0,2019,6.5,52.0,53.0
Ford v Ferrari,PG-13,2019-11-15,152,James Mangold,"Jez Butterworth, John-Henry Butterworth, Jason Keller","Matt Damon, Christian Bale, Jon Bernthal",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"English, Italian, French, Japanese",United States,Won 2 Oscars. 25 wins & 91 nominations total,81.0,8.1,351829,15 Nov 2019,117624357.0,True,Action,Matt Damon,97600000.0,225508210.0,2019,8.1,92.0,81.0
The Irishman,R,2019-11-27,209,Martin Scorsese,"Steven Zaillian, Charles Brandt","Robert De Niro, Al Pacino, Joe Pesci",Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,"English, Italian, Latin, Spanish, German",United States,Nominated for 10 Oscars. 73 wins & 357 nominations total,94.0,7.8,361596,27 Nov 2019,0.0,True,Biography,Robert De Niro,159000000.0,968853.0,2019,7.8,95.0,94.0
The Lighthouse,R,2019-11-01,109,Robert Eggers,"Robert Eggers, Max Eggers","Robert Pattinson, Willem Dafoe, Valeriia Karaman",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,English,"United States, Brazil",Nominated for 1 Oscar. 34 wins & 139 nominations total,83.0,7.5,183986,18 Oct 2019,10867104.0,True,Drama,Robert Pattinson,0.0,18123239.0,2019,7.5,90.0,83.0
Jumanji: The Next Level,PG-13,2019-12-13,123,Jake Kasdan,"Jake Kasdan, Jeff Pinkner, Scott Rosenberg","Dwayne Johnson, Jack Black, Kevin Hart","In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous",English,United States,1 win & 12 nominations,58.0,6.7,229500,13 Dec 2019,320314960.0,True,Action,Dwayne Johnson,125000000.0,800059707.0,2019,6.7,71.0,58.0
Alita: Battle Angel,PG-13,2019-02-14,122,Robert Rodriguez,"James Cameron, Laeta Kalogridis, Yukito Kishiro","Rosa Salazar, Christoph Waltz, Jennifer Connelly","A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.","English, Spanish","United States, Japan, Canada",10 wins & 25 nominations,53.0,7.3,253609,23 Jul 2019,85838210.0,True,Action,Rosa Salazar,170000000.0,404980543.0,2019,7.3,61.0,53.0
Us,R,2019-03-22,116,Jordan Peele,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss",A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,English,"United States, China, Japan",85 wins & 132 nominations,81.0,6.8,266639,04 Jun 2019,175084580.0,True,Horror,Lupita Nyong'o,20000000.0,255184580.0,2019,6.8,93.0,81.0
Ready or Not,R,2019-08-21,95,"Matt Bettinelli-Olpin, Tyler Gillett","Guy Busick, R. Christopher Murphy","Samara Weaving, Adam Brody, Mark O'Brien",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,"English, Latin",United States,3 wins & 23 nominations,64.0,6.9,134339,27 Aug 2019,28714231.0,True,Action,Samara Weaving,6000000.0,57615777.0,2019,6.9,88.0,64.0
Terminator: Dark Fate,R,2019-11-01,128,Tim Miller,"David S. Goyer, Justin Rhodes, Billy Ray","Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.","English, Spanish","United States, China",1 win & 12 nominations,54.0,6.2,168215,01 Nov 2019,62253077.0,True,Action,Linda Hamilton,185000000.0,261119292.0,2019,6.2,70.0,54.0
Downton Abbey,TV-PG,2011-01-09,58,NA,Julian Fellowes,"Hugh Bonneville, Phyllis Logan, Elizabeth McGovern",A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,English,United Kingdom,Won 15 Primetime Emmys. 58 wins & 229 nominations total,0.0,8.7,190115,NA,0.0,True,Drama,Stephen Campbell Moore,13000000.0,237860050.0,2011,8.7,0.0,0.0
Gemini Man,PG-13,2019-10-11,117,Ang Lee,"David Benioff, Billy Ray, Darren Lemke","Will Smith, Mary Elizabeth Winstead, Clive Owen",An over-the-hill hitman faces off against a younger clone of himself.,"English, French","China, United States",1 win & 6 nominations,38.0,5.7,107599,11 Oct 2019,48546770.0,True,Action,Will Smith,138000000.0,173469516.0,2019,5.7,26.0,38.0
Booksmart,R,2019-05-24,102,Olivia Wilde,"Emily Halpern, Sarah Haskins, Susanna Fogel","Kaitlyn Dever, Beanie Feldstein, Jessica Williams","On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one ","English, Mandarin, Spanish",United States,Nominated for 1 BAFTA Film Award29 wins & 61 nominations total,84.0,7.2,110592,20 Aug 2019,22680962.0,True,Comedy,Kaitlyn Dever,6000000.0,24959607.0,2019,7.2,96.0,84.0
Dora and the Lost City of Gold,PG,2019-08-09,102,James Bobin,"Nicholas Stoller, Matthew Robinson, Tom Wheeler","Isabela Merced, Eugenio Derbez, Michael Peña","Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.","English, Spanish, Quechua","United States, Australia",4 wins & 2 nominations,63.0,6.1,28966,27 Aug 2019,60477943.0,True,Adventure,Isabela Merced,49000000.0,119682635.0,2019,6.1,85.0,63.0
Glass,PG-13,2019-01-18,129,M. Night Shyamalan,M. Night Shyamalan,"James McAvoy, Bruce Willis, Samuel L. Jackson","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","English, Spanish","United States, China",2 wins & 15 nominations,43.0,6.6,229977,16 Apr 2019,111048468.0,True,Drama,James McAvoy,20000000.0,246999039.0,2019,6.6,36.0,43.0
The Best of Enemies,PG-13,2019-04-05,133,Robin Bissell,"Robin Bissell, Osha Gray Davidson","Taraji P. Henson, Sam Rockwell, Babou Ceesay","Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.",English,United States,5 nominations,49.0,7.3,15380,18 Jun 2019,10205616.0,True,Biography,Taraji P. Henson,10000000.0,10209813.0,2019,7.3,53.0,49.0
Official Secrets,R,2019-08-30,112,Gavin Hood,"Sara Bernstein, Gregory Bernstein, Gavin Hood","Keira Knightley, Matt Smith, Matthew Goode",The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,"English, Mandarin","United Kingdom, United States",5 wins & 16 nominations,63.0,7.3,43995,30 Aug 2019,1988546.0,True,Biography,Keira Knightley,0.0,10088753.0,2019,7.3,82.0,63.0
Marriage Story,R,2019-12-06,137,Noah Baumbach,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer",Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,"English, Spanish","United Kingdom, United States",Won 1 Oscar. 128 wins & 275 nominations total,94.0,7.9,284052,06 Dec 2019,0.0,True,Comedy,Adam Driver,18600000.0,333686.0,2019,7.9,94.0,94.0
Godzilla: King of the Monsters,PG-13,2019-05-31,132,Michael Dougherty,"Michael Dougherty, Zach Shields, Max Borenstein","Kyle Chandler, Vera Farmiga, Millie Bobby Brown","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.","English, Japanese, Chinese, Spanish","United States, Japan, Mexico, Taiwan",6 wins & 14 nominations,48.0,6.0,170561,13 Aug 2019,110500138.0,True,Action,Kyle Chandler,170000000.0,386600138.0,2019,6.0,42.0,48.0
Rocketman,R,2019-05-31,121,Dexter Fletcher,Lee Hall,"Taron Egerton, Jamie Bell, Richard Madden",A musical fantasy about the fantastical human story of Elton John's breakthrough years.,English,"United Kingdom, United States, Canada",Won 1 Oscar. 23 wins & 86 nominations total,69.0,7.3,164892,NA,96368160.0,True,Biography,Taron Egerton,40000000.0,195179299.0,2019,7.3,0.0,69.0
Hustlers,R,2019-09-13,110,Lorene Scafaria,"Lorene Scafaria, Jessica Pressler","Constance Wu, Jennifer Lopez, Julia Stiles","Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.","English, Russian",United States,24 wins & 80 nominations,79.0,6.3,94058,13 Sep 2019,104963598.0,True,Comedy,Constance Wu,20000000.0,157563598.0,2019,6.3,87.0,79.0
Anna,R,2019-06-21,118,Luc Besson,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"English, Russian, French","France, United States, Canada, Russia",1 nomination,40.0,6.7,75813,27 Aug 2019,7743794.0,True,Drama,Sally Kirkland,0.0,1236848.0,2019,6.7,34.0,40.0
Anna,R,2019-06-21,118,Luc Besson,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"English, Russian, French","France, United States, Canada, Russia",1 nomination,40.0,6.7,75813,27 Aug 2019,7743794.0,True,Drama,Mark Strong,7000000.0,1257142.0,2019,6.7,34.0,40.0
Anna,R,2019-06-21,118,Luc Besson,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"English, Russian, French","France, United States, Canada, Russia",1 nomination,40.0,6.7,75813,27 Aug 2019,7743794.0,True,Action,Sasha Luss,0.0,31626978.0,2019,6.7,34.0,40.0
Portrait of a Lady on Fire,R,2020-02-14,122,Céline Sciamma,Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","French, Italian",France,Nominated for 1 BAFTA Film Award59 wins & 155 nominations total,95.0,8.1,81120,03 Apr 2020,3759854.0,True,Drama,Noémie Merlant,0.0,10123353.0,2020,8.1,98.0,95.0
Toy Story 4,G,2019-06-21,100,Josh Cooley,"John Lasseter, Andrew Stanton, Josh Cooley","Tom Hanks, Tim Allen, Annie Potts","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",English,United States,Won 1 Oscar. 57 wins & 67 nominations total,84.0,7.7,231159,01 Oct 2019,434038008.0,True,Animation,Tom Hanks,200000000.0,1073394593.0,2019,7.7,97.0,84.0
Zombieland: Double Tap,R,2019-10-18,99,Ruben Fleischer,"Rhett Reese, Paul Wernick, Dave Callaham","Woody Harrelson, Jesse Eisenberg, Emma Stone","Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.","English, Spanish, Italian, Inuktitut, Hindi",United States,6 nominations,55.0,6.7,167079,18 Oct 2019,73123082.0,True,Action,Woody Harrelson,42000000.0,122810399.0,2019,6.7,68.0,55.0
Long Shot,R,2019-05-03,125,Jonathan Levine,"Dan Sterling, Liz Hannah","Charlize Theron, Seth Rogen, June Diane Raphael","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly","English, Swedish, French, Vietnamese, Russian, Hebrew","United States, Canada, Colombia",5 wins & 13 nominations,67.0,6.8,106067,16 Jul 2019,30316271.0,True,Comedy,Charlize Theron,40000000.0,53873809.0,2019,6.8,81.0,67.0
Angel Has Fallen,R,2019-08-23,121,Ric Roman Waugh,"Robert Mark Kamen, Matt Cook, Ric Roman Waugh","Gerard Butler, Frederick Schmidt, Danny Huston",Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,English,United States,1 nomination,45.0,6.4,92050,27 Aug 2019,69030436.0,True,Action,Gerard Butler,40000000.0,146661977.0,2019,6.4,39.0,45.0
Men in Black: International,PG-13,2019-06-14,114,F. Gary Gray,"Matt Holloway, Art Marcum, Lowell Cunningham","Chris Hemsworth, Tessa Thompson, Kumail Nanjiani","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.","English, French, Chinese","China, United States",9 nominations,38.0,5.6,126919,08 Aug 2019,80001807.0,True,Action,Chris Hemsworth,110000000.0,253890701.0,2019,5.6,23.0,38.0
X-Men: Dark Phoenix,PG-13,2019-06-07,113,Simon Kinberg,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.","English, French","United States, Canada",13 nominations,43.0,5.7,174938,03 Sep 2019,65845974.0,True,Action,James McAvoy,200000000.0,252442974.0,2019,5.7,22.0,43.0
Frozen II,PG,2019-11-22,103,"Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck","Kristen Bell, Idina Menzel, Josh Gad","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",English,United States,Nominated for 1 Oscar. 17 wins & 90 nominations total,64.0,6.8,159148,22 Nov 2019,477373578.0,True,Animation,Kristen Bell,150000000.0,1450026933.0,2019,6.8,78.0,64.0
Brightburn,R,2019-05-24,90,David Yarovesky,"Brian Gunn, Mark Gunn","Elizabeth Banks, David Denman, Jackson A. Dunn","What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",English,United States,1 win & 2 nominations,44.0,6.1,91804,06 Aug 2019,17300439.0,True,Drama,Elizabeth Banks,6000000.0,32893421.0,2019,6.1,57.0,44.0
Ad Astra,PG-13,2019-09-20,123,James Gray,"James Gray, Ethan Gross","Brad Pitt, Tommy Lee Jones, Ruth Negga","Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.","English, Norwegian","China, United States, Brazil",Nominated for 1 Oscar. 16 wins & 77 nominations total,80.0,6.5,222119,20 Sep 2019,50188370.0,True,Adventure,Brad Pitt,90000000.0,127461872.0,2019,6.5,83.0,80.0
The Peanut Butter Falcon,PG-13,2019-08-23,97,"Tyler Nilson, Michael Schwartz","Tyler Nilson, Michael Schwartz","Zack Gottsagen, Ann Owens, Dakota Johnson",Zak runs away from his care home to make his dream of becoming a wrestler come true.,English,United States,20 wins & 16 nominations,70.0,7.6,86468,27 Aug 2019,20457151.0,True,Adventure,Zack Gottsagen,6200000.0,133031473.0,2019,7.6,95.0,70.0
Good Boys,R,2019-08-16,90,Gene Stupnitsky,"Lee Eisenberg, Gene Stupnitsky","Jacob Tremblay, Keith L. Williams, Brady Noon","Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.",English,United States,2 wins & 9 nominations,0.0,6.7,70334,16 Apr 2019,83140306.0,True,Adventure,Jacob Tremblay,20000000.0,111037232.0,2019,6.7,36.0,0.0
Ma,R,2019-05-31,99,Tate Taylor,Scotty Landes,"Octavia Spencer, Diana Silvers, Juliette Lewis","A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",English,"Japan, United States",1 win & 8 nominations,53.0,5.6,51012,20 Aug 2019,45896028.0,True,Horror,Octavia Spencer,5000000.0,61105744.0,2019,5.6,56.0,53.0
Five Feet Apart,PG-13,2019-03-15,116,Justin Baldoni,"Mikki Daughtry, Tobias Iaconis","Haley Lu Richardson, Cole Sprouse, Moises Arias","A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.","English, French",United States,3 wins & 8 nominations,53.0,7.2,58698,24 May 2019,45729221.0,True,Drama,Haley Lu Richardson,7000000.0,91527795.0,2019,7.2,53.0,53.0
Cold Pursuit,R,2019-02-08,119,Hans Petter Moland,"Frank Baldwin, Kim Fupz Aakeson","Liam Neeson, Laura Dern, Micheál Richardson",A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.,"English, Vietnamese, Shoshoni","United Kingdom, Norway, China, Canada, United States, France",3 nominations,57.0,6.2,64782,14 May 2019,32138862.0,True,Action,Liam Neeson,60000000.0,76419755.0,2019,6.2,68.0,57.0
Crawl,R,2019-07-12,87,Alexandre Aja,"Michael Rasmussen, Shawn Rasmussen","Kaya Scodelario, Barry Pepper, Morfydd Clark","A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",English,"United States, Serbia, Canada",5 nominations,60.0,6.1,79654,27 Aug 2019,39014193.0,True,Action,Kaya Scodelario,13500000.0,91542097.0,2019,6.1,83.0,60.0
